CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/4,ExportChannel/3,distance_to_inter_1,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.5240970445565042,0.4873090031217575,-31.80073100743126,23.86904881726273,647.7944640853003,-30.91488590420859,-4.360297690869253,-31.79069365144939,-0.0228030386205645,0.0191836739473398,0.999555905431783,4.370521545410156,29.59382948933742,-4.089680085348986,-30.19207467570319,-0.0686891269821773,0.063356266296092,0.9956243203917056,4.378509521484375,-0.6605282074355845,-4.224988888109119,-30.99138416357629,-0.0457460828013709,0.0412699701217159,0.9975901129117444,4.374515533447266,2.2309731796495407,True,0.0,imu,-0.6681366776000001,-9.745703570400002,2.1240405928,1.97401171,1.47991817,-3.80293531,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.5240970445565042,0.4873090031217575,-31.80073100743126,23.86904881726273,647.7944640853003,-30.91488590420859,-4.360297690869253,-31.79069365144939,-0.0228030386205645,0.0191836739473398,0.999555905431783,4.370521545410156,29.59382948933742,-4.089680085348986,-30.19207467570319,-0.0686891269821773,0.063356266296092,0.9956243203917056,4.378509521484375,-0.6605282074355845,-4.224988888109119,-30.99138416357629,-0.0457460828013709,0.0412699701217159,0.9975901129117444,4.374515533447266,2.2309731796495407,True,0.0,imu,-0.6422943134161432,-9.701975759677653,2.077424602960771,1.6083409815286827,1.434909667321702,-3.8328116587721692,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.5205008656856833,0.4911322234480089,-32.585947070656445,23.68188645076262,665.7637668380138,-30.828051653902683,-4.431644888240561,-31.74824705399003,-0.011052956150555513,0.012314474594888849,1.000368648256481,4.429613516420943,29.66018226320839,-4.1245076902553786,-30.183920719367023,-0.0645144732228926,0.06260645865476804,0.995988636272497,4.493998810686186,-0.5843063966439546,-4.289187762604608,-30.962539053366154,-0.03759070183172802,0.035755231516250714,0.9982781202015363,4.424622566075348,2.4622530548511086,True,-0.17548437874351325,imu,-0.6729219000000001,-9.7205811528,2.133611037600001,1.86185806,1.59954873,-3.85527368,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.5207446339853399,0.49051677384767356,-33.1122086701334,23.664747759284154,654.0108632953917,-30.833212121509646,-4.424722816131437,-31.750964420887453,-0.011829730330480764,0.01320670183083387,1.0003046332975518,4.436468904899172,29.656204404944987,-4.1193015591999735,-30.185615351970437,-0.06480133804221323,0.06302636587964976,0.9959371101931545,4.49789625084402,-0.5888518826669369,-4.283131392292097,-30.964769411411105,-0.038125955943091774,0.03642468536144483,0.9982191259812592,4.430713164196542,2.9024446378868323,True,-0.1649220160601339,imu,-0.6657440664000001,-9.67512154,2.1276295096,1.70484295,1.83133294,-3.84779677,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.524865547816188,0.4865813885474921,-32.81719193642584,24.41513351491637,647.1610257876723,-30.92762965603529,-4.356271605309958,-31.79205929452011,-0.0243168840332736,0.0199996700663484,0.9995042282792752,4.383608818054199,29.57766274757047,-4.086903885452497,-30.18953665258165,-0.0701958455460686,0.0642022702862269,0.9954650228703,4.394920349121094,-0.6677558308339968,-4.223288316745173,-30.991091068563588,-0.046501223795521,0.0416854701490017,0.997537369243266,4.381890058517456,2.2309731796495407,True,0.0,imu,-0.6458428526734348,-9.700206573634931,2.079953395502236,1.541670486264433,1.4660761758253276,-3.808269094614793,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.5209819612522457,0.48991007405380327,-33.27708288971734,23.890792332253948,640.9220632316741,-30.83824715761229,-4.417896371504907,-31.753634225123154,-0.01258928559929972,0.014087528432269595,1.000241569020383,4.443205254943704,29.652333288387915,-4.114186589061844,-30.18728205749125,-0.06507840810025879,0.06343886163527916,0.9958867827362174,4.501710791803316,-0.5932824033606293,-4.2771664286854225,-30.96696174958196,-0.03864774064504733,0.03708464658738123,0.9981612238897599,4.436696066700315,2.9968514356167413,True,-0.15462671612143253,imu,-0.648995788,-9.672728928800002,2.1312184264,1.65250458,1.71917929,-3.95995042,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.521212911817797,0.4893121109671227,-33.22320288467181,24.200440806127112,635.9505519735445,-30.843157877871636,-4.411165513334419,-31.756256710853016,-0.013331756492348868,0.014956940737994173,1.0001794538130795,4.4498226653255735,29.64856779298055,-4.109162261374859,-30.188920969974472,-0.06534580591178495,0.06384399202447187,0.995837642460359,4.505442744776183,-0.5975990582852982,-4.271292618637387,-30.969116259883265,-0.039156182498717405,0.037735131178443626,0.9981044072867772,4.442571427055781,2.8476189897473954,True,-0.14459613499463536,imu,-0.6615569968000001,-9.693664276800002,2.1228442872,1.48053565,1.74161002,-4.02724261,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.5255125470033107,0.4863906931433227,-33.09888689277346,24.13062158974211,635.5930005981965,-30.93787829158916,-4.354225762660387,-31.79575154634513,-0.025469289971847,0.0199099912583342,0.9994773171595356,4.393911361694336,29.56301211249044,-4.085733789836549,-30.18610533571307,-0.0714790804033829,0.0648869906509618,0.99532930204478,4.411862850189209,-0.6743149170724513,-4.222185469912938,-30.991036859385428,-0.0471588775928856,0.0419231437508838,0.99749268269623,4.3888890743255615,1.7285974741370551,True,0.0,imu,-0.6490800694922858,-9.698540078748957,2.0823426765199535,1.4786370229820203,1.4958273741413757,-3.78447762752014,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.5214376307711598,0.4887226605420392,-33.057774004796855,24.481289094506078,635.5857933489003,-30.847947118245123,-4.404527824575437,-31.758833045179085,-0.014057538058238074,0.015815232212048162,1.000118264152881,4.456323571866993,29.64490548251574,-4.104226290272405,-30.19053280042479,-0.0656037469050831,0.06424194558986253,0.9957896607176815,4.5090937360537255,-0.6018044576496715,-4.265507638350598,-30.97123389263104,-0.03965158604345249,0.03837638456349179,0.998048649555193,4.448341472738681,2.5409988850227703,True,-0.13482441233409653,imu,-0.6477994824000001,-9.701440263200002,2.1210498288,1.39828964,1.77899457,-3.81041222,71.1923796,-10.68743400000001,8.892959999999995
-0.0679232,0.0198604,2692.32,-21.9094,0.01024,-0.351119,-0.147686,17371.6,-1.97865e-05,-0.351046,-0.0669071,-0.00888266,0.01024,0.0290017,0.00287806,-0.00241775,62.5366,-0.000662551,-0.0679252,0.0198597,62.5378,-0.147686,0.0317835,0.0644593,0.0,0.151314,0.279,0.0,-1.0,0.0993267,-7.1675,0.0,383.543,-107.979,0.0,4.1798999999999995e-28,0.0,-4.13058e-27,52.5119,6.31145e-13,52.5119,0.0,0.0,0.98,0.00125138,2809.72,-14.6159,0.0,0.0,0.0,0.0,5.19743,-0.000112319,5.19743,0.0,0.0496181,0.0,0.0,3785.53,-83.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7388.63,-42.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,0.0,88.9898651463188,gaze,0.5216561547810596,0.4881417798460945,-32.856702461576596,24.661851916754898,633.824771510279,-30.85261540921871,-4.39798405172544,-31.761363162728365,-0.01476667669188301,0.016662287639423443,1.0000580057081419,4.462707308585269,29.64134568909142,-4.099378751998113,-30.19211748926517,-0.06585232105092978,0.06463272035163309,0.9957428319553067,4.512663644214592,-0.6058991848745168,-4.2598119253544215,-30.97331458535449,-0.04013401711648167,0.03900834632834043,0.9979939507811459,4.454005676822631,2.1486516130900633,True,-0.12531039122984786,imu,-0.6286585928,-9.693664276800002,2.1186572176,1.20388998,1.59954873,-3.69078166,71.1923796,-10.68743400000001,8.892959999999995
